date,price,index_name,ticker,source
2019-09-18,10974.259765625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-19,10834.23046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-20,11433.0302734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-23,11749.2099609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-24,11732.2802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-25,11574.7900390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-26,11708.2197265625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-27,11643.8701171875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-09-30,11580.9404296875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-01,11465.3203125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-03,11418.3896484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-04,11272.26953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-07,11212.0,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-09,11396.8095703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-10,11309.4599609375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-11,11376.73046875,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-14,11409.150390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-15,11498.8095703125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-16,11539.8896484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-17,11680.08984375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-18,11769.2802734375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-22,11704.580078125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-23,11720.75,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-24,11687.400390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-25,11681.3896484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-29,11893.5400390625,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-30,11955.9501953125,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
2019-10-31,11999.1396484375,BSE 100,BSE-100.BO,"Yahoo Finance (Price Index, NOT TRI)"
